"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","257","Features","IDGAF (feat. Yeat)","575,057,947","243,309","1,124,477,510"
"2","19","Up 2 Më","Monëy so big","474,185,666","155,429","879,524,789"
"3","108","Lyfë","Out thë way","460,462,572","188,276","854,071,043"
"4","164","2093","If We Being Rëal","368,447,567","264,328","683,400,600"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","313,398,268","131,755","581,294,554"
"6","110","Lyfë","Talk","309,905,469","84,643","574,816,072"
"7","66","4L","Sorry Bout That","261,101,486","87,079","484,293,908"
"8","161","2093","Breathe","246,804,335","136,639","457,775,395"
"9","91","2 Alivë","On tha linë","217,026,060","76,374","402,542,323"
"10","14","Up 2 Më","Gët Busy","198,383,289","69,042","367,963,506"
"11","184","Orphan","Already Rich","188,267,508","62,222","349,200,644"
"12","93","2 Alivë","Poppin","186,760,266","57,912","346,404,995"
"13","125","AftërLyfe","Nun id change","168,423,880","111,756","312,394,465"
"14","26","Up 2 Më","Turban","160,954,827","52,151","298,540,783"
"15","182","Orphan","My wrist","115,871,276","37,668","214,919,317"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","112,690,879","26,059","209,020,281"
"17","207","Trëndi","Mad bout that","108,737,529","41,087","201,687,564"
"18","23","Up 2 Më","Swërved It","101,017,274","41,338","187,367,951"
"19","11","Up 2 Më","Dëserve it","100,561,187","21,948","186,521,995"
"20","221","DANGEROUS SUMMER","COMË N GO","98,157,971","1,032,199","182,064,484"
"21","276","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","93,602,399","25,585","165,540,335"
"22","62","4L","Off Tha Lot","92,179,712","34,772","170,975,943"
"23","60","4L","Money Twërk","91,086,508","41,604","168,948,256"
"24","28","Up 2 Më","U could tëll","89,282,962","33,146","165,603,020"
"25","130","AftërLyfe","Split","73,689,104","27,952","136,679,360"
"26","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","70,889,207","25,412","131,486,080"
"27","109","Lyfë","Systëm","70,531,362","44,625","130,822,346"
"28","81","2 Alivë","Jus bëtter","69,437,462","24,091","128,793,368"
"29","183","Orphan","bigger thën everything","65,813,567","23,423","122,071,728"
"30","163","2093","ILUV","64,788,087","61,846","120,169,656"
"31","179","2093","Tell më","62,898,428","49,232","116,664,696"
"32","123","AftërLyfe","No morë talk","62,392,709","28,060","115,726,682"
"33","76","2 Alivë","Doublë","60,497,107","25,234","112,210,699"
"34","29","Up 2 Më","Ya Ya","58,467,511","18,585","108,446,182"
"35","245","Features","Yam","57,958,529","20,093","107,502,117"
"36","119","AftërLyfe","How it go","53,367,589","21,233","98,986,791"
"37","27","Up 2 Më","Twizzy Rich","49,100,587","35,394","91,072,308"
"38","77","2 Alivë","Dub","48,916,867","14,147","90,731,542"
"39","180","2093","U Should Know","48,873,358","34,673","90,650,842"
"40","98","2 Alivë","Still countin","48,782,787","19,214","90,482,849"
"41","21","Up 2 Më","Rokstar","48,153,602","23,042","89,315,830"
"42","213","Rich Minion","Rich Minion","47,662,153","5,389","88,404,285"
"43","117","AftërLyfe","Bëttr 0ff","46,292,354","30,906","85,863,567"
"44","107","Lyfë","Krank","44,679,367","23,273","82,871,781"
"45","172","2093","Psycho CEO","43,942,909","25,561","81,505,790"
"46","10","Up 2 Më","Cmon","41,882,510","14,154","77,684,140"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","40,350,561","21,483","74,842,664"
"48","13","Up 2 Më","Got rich","40,232,024","17,220","74,622,800"
"49","17","Up 2 Më","Lying 4 fun","39,955,603","16,632","74,110,091"
"50","121","AftërLyfe","Mysëlf","39,815,837","38,794","73,850,852"
"51","205","Trëndi","Fukit","39,158,001","19,254","72,630,690"
"52","186","Orphan","Heavy stunts","35,681,114","22,792","66,181,722"
"53","79","2 Alivë","Hatër","35,343,626","16,333","65,555,746"
"54","112","Lyfë","Wat it feel lykë","34,754,253","14,620","64,462,570"
"55","177","2093","Stand On It (with Future)","34,596,847","15,554","64,170,612"
"56","208","Trëndi","Tonka 2","32,999,087","8,046","61,207,069"
"57","150","LYFESTYLE","ORCHESTRATË","32,308,129","95,330","59,925,473"
"58","89","2 Alivë","Nvr again","31,923,744","17,309","59,212,511"
"59","95","2 Alivë","Rollin","31,865,612","19,335","59,104,687"
"60","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","31,813,702","7,944","59,008,404"
