"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","266","Features","IDGAF (feat. Yeat)","581,251,339","211,292","1,136,594,562"
"2","19","Up 2 Më","Monëy so big","478,552,965","148,218","887,624,825"
"3","108","Lyfë","Out thë way","465,179,449","164,579","862,819,493"
"4","164","2093","If We Being Rëal","375,472,073","227,952","696,429,355"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","316,707,299","109,410","587,431,865"
"6","110","Lyfë","Talk","312,199,889","79,129","579,071,476"
"7","66","4L","Sorry Bout That","263,405,455","77,232","488,567,071"
"8","161","2093","Breathe","250,279,034","114,161","464,220,055"
"9","91","2 Alivë","On tha linë","219,307,916","79,159","406,774,515"
"10","14","Up 2 Më","Gët Busy","200,363,377","69,898","371,635,995"
"11","187","Orphan","Already Rich","190,040,714","57,869","352,489,416"
"12","93","2 Alivë","Poppin","188,217,895","49,797","349,108,433"
"13","126","AftërLyfe","Nun id change","171,445,441","95,885","317,998,718"
"14","26","Up 2 Më","Turban","162,189,328","40,292","300,830,387"
"15","228","DANGEROUS SUMMER","COMË N GO","125,283,459","867,379","232,377,012"
"16","185","Orphan","My wrist","116,938,541","37,331","216,898,775"
"17","94","2 Alivë","Rackz got më (feat. Gunna)","113,456,359","27,174","210,439,989"
"18","212","Trëndi","Mad bout that","109,876,233","36,099","203,799,535"
"19","23","Up 2 Më","Swërved It","102,105,340","34,282","189,386,005"
"20","11","Up 2 Më","Dëserve it","101,122,151","19,437","187,562,376"
"21","260","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","94,365,019","27,485","166,889,065"
"22","62","4L","Off Tha Lot","93,044,840","30,985","172,580,499"
"23","60","4L","Money Twërk","92,120,257","36,081","170,865,573"
"24","28","Up 2 Më","U could tëll","90,152,802","31,654","167,216,318"
"25","131","AftërLyfe","Split","74,376,833","24,124","137,954,893"
"26","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","71,597,296","23,949","132,799,380"
"27","109","Lyfë","Systëm","71,522,494","32,627","132,660,637"
"28","81","2 Alivë","Jus bëtter","70,152,144","24,167","130,118,898"
"29","163","2093","ILUV","66,447,273","55,208","123,247,066"
"30","186","Orphan","bigger thën everything","66,446,380","21,304","123,245,410"
"31","178","2093","Tell më","64,181,695","43,946","119,044,849"
"32","124","AftërLyfe","No morë talk","63,163,843","27,532","117,156,927"
"33","76","2 Alivë","Doublë","61,176,894","23,120","113,471,514"
"34","29","Up 2 Më","Ya Ya","58,993,332","16,685","109,421,422"
"35","270","Features","Yam","58,545,505","19,957","108,590,788"
"36","120","AftërLyfe","How it go","53,925,344","18,547","100,021,267"
"37","27","Up 2 Më","Twizzy Rich","49,939,055","27,956","92,627,458"
"38","179","2093","U Should Know","49,896,439","33,299","92,548,414"
"39","77","2 Alivë","Dub","49,333,563","14,771","91,504,385"
"40","98","2 Alivë","Still countin","49,285,990","16,747","91,416,147"
"41","21","Up 2 Më","Rokstar","48,697,212","19,808","90,324,075"
"42","217","Rich Minion","Rich Minion","47,822,996","5,732","88,702,571"
"43","118","AftërLyfe","Bëttr 0ff","47,184,724","30,602","87,518,697"
