"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","256","Features","IDGAF (feat. Yeat)","568,913,979","213,201","1,112,463,497"
"2","19","Up 2 Më","Monëy so big","470,295,407","126,583","872,309,094"
"3","108","Lyfë","Out thë way","456,024,246","142,367","845,838,787"
"4","141","2093","If We Being Rëal","361,610,460","221,402","670,719,058"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","310,338,945","98,992","575,620,088"
"6","110","Lyfë","Talk","307,662,358","77,834","570,655,525"
"7","66","4L","Sorry Bout That","259,028,484","68,486","480,448,881"
"8","138","2093","Breathe","243,503,262","107,293","451,652,528"
"9","91","2 Alivë","On tha linë","214,967,876","69,006","398,724,781"
"10","14","Up 2 Më","Gët Busy","196,576,613","58,896","364,612,464"
"11","184","Orphan","Already Rich","186,624,187","58,261","346,152,594"
"12","93","2 Alivë","Poppin","185,335,291","45,032","343,761,936"
"13","125","AftërLyfe","Nun id change","165,691,984","90,853","307,327,314"
"14","26","Up 2 Më","Turban","159,756,768","37,153","296,318,610"
"15","182","Orphan","My wrist","114,786,781","36,520","212,907,784"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","111,916,581","24,472","207,584,105"
"17","207","Trëndi","Mad bout that","107,626,546","37,934","199,626,901"
"18","11","Up 2 Më","Dëserve it","99,998,351","18,205","185,478,041"
"19","23","Up 2 Më","Swërved It","99,867,906","37,255","185,236,090"
"20","275","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","92,925,514","21,375","164,343,231"
"21","62","4L","Off Tha Lot","91,349,585","29,966","169,436,215"
"22","60","4L","Money Twërk","89,974,104","39,637","166,884,957"
"23","28","Up 2 Më","U could tëll","88,384,484","31,769","163,936,513"
"24","130","AftërLyfe","Split","73,059,943","17,233","135,512,385"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","70,215,670","21,012","130,236,797"
"26","109","Lyfë","Systëm","69,542,112","30,202","128,987,474"
"27","81","2 Alivë","Jus bëtter","68,679,064","27,934","127,386,683"
"28","223","DANGEROUS SUMMER","COMË N GO","68,641,025","1,090,915","127,316,128"
"29","183","Orphan","bigger thën everything","65,189,366","21,156","120,913,953"
"30","140","2093","ILUV","63,205,592","56,877","117,234,427"
"31","123","AftërLyfe","No morë talk","61,630,268","24,821","114,312,499"
"32","155","2093","Tell më","61,587,840","44,134","114,233,803"
"33","76","2 Alivë","Doublë","59,855,786","21,367","111,021,170"
"34","29","Up 2 Më","Ya Ya","57,914,350","16,960","107,420,173"
"35","243","Features","Yam","57,370,518","19,514","106,411,467"
"36","119","AftërLyfe","How it go","52,835,922","19,212","98,000,649"
"37","77","2 Alivë","Dub","48,528,946","13,775","90,012,022"
"38","98","2 Alivë","Still countin","48,295,083","15,545","89,578,251"
"39","27","Up 2 Më","Twizzy Rich","48,167,655","26,337","89,341,896"
"40","156","2093","U Should Know","47,842,112","34,769","88,738,075"
"41","21","Up 2 Më","Rokstar","47,580,940","16,495","88,253,650"
"42","213","Rich Minion","Rich Minion","47,510,404","5,462","88,122,819"
"43","117","AftërLyfe","Bëttr 0ff","45,516,658","26,216","84,424,797"
"44","107","Lyfë","Krank","43,980,860","25,246","81,576,182"
"45","148","2093","Psycho CEO","43,265,572","22,750","80,249,458"
"46","10","Up 2 Më","Cmon","41,508,373","12,992","76,990,186"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","39,824,976","18,641","73,867,803"
"48","13","Up 2 Më","Got rich","39,775,137","14,467","73,775,361"
"49","17","Up 2 Më","Lying 4 fun","39,506,577","15,028","73,277,233"
"50","121","AftërLyfe","Mysëlf","38,833,146","32,891","72,028,146"
"51","205","Trëndi","Fukit","38,706,842","20,025","71,793,876"
"52","186","Orphan","Heavy stunts","35,021,128","23,477","64,957,573"
"53","79","2 Alivë","Hatër","34,946,211","12,341","64,818,616"
"54","112","Lyfë","Wat it feel lykë","34,371,896","11,796","63,753,370"
"55","153","2093","Stand On It (with Future)","34,173,691","14,196","63,385,737"
"56","208","Trëndi","Tonka 2","32,779,221","7,868","60,799,259"
"57","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","31,599,134","7,743","58,610,421"
