"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","268","Features","IDGAF (feat. Yeat)","604,405,592","207,679","1,181,871,013"
"2","19","Up 2 Më","Monëy so big","494,569,480","122,855","917,332,417"
"3","108","Lyfë","Out thë way","483,256,563","156,880","896,349,105"
"4","143","2093","If We Being Rëal","400,722,024","207,945","743,263,217"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","328,174,185","90,002","608,700,760"
"6","110","Lyfë","Talk","321,237,021","72,974","595,833,638"
"7","44","4L","Sorry Bout That","273,007,060","85,976","506,376,224"
"8","140","2093","Breathe","263,565,230","103,016","488,863,424"
"9","91","2 Alivë","On tha linë","228,838,524","81,181","424,451,982"
"10","14","Up 2 Më","Gët Busy","208,322,024","64,771","386,397,773"
"11","228","DANGEROUS SUMMER","COMË N GO","199,579,806","550,493","370,182,619"
"12","188","Orphan","Already Rich","197,246,646","52,200","365,855,051"
"13","93","2 Alivë","Poppin","194,080,872","50,164","359,983,142"
"14","126","AftërLyfe","Nun id change","183,702,208","96,140","340,732,692"
"15","26","Up 2 Më","Turban","166,767,846","38,608","309,322,668"
"16","189","Orphan","My wrist","121,129,374","36,404","224,671,974"
"17","94","2 Alivë","Rackz got më (feat. Gunna)","116,596,299","25,300","216,263,981"
"18","212","Trëndi","Mad bout that","114,308,839","35,327","212,021,177"
"19","23","Up 2 Më","Swërved It","106,027,687","30,444","196,661,214"
"20","11","Up 2 Më","Dëserve it","103,396,337","18,807","191,780,559"
"21","264","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","97,308,178","21,448","172,094,183"
"22","40","4L","Off Tha Lot","96,601,382","27,546","179,177,209"
"23","38","4L","Money Twërk","96,181,123","34,807","178,397,708"
"24","28","Up 2 Më","U could tëll","93,536,128","30,572","173,491,745"
"25","131","AftërLyfe","Split","77,294,830","20,548","143,367,223"
"26","109","Lyfë","Systëm","75,462,260","29,802","139,968,154"
"27","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","74,220,698","20,084","137,665,292"
"28","81","2 Alivë","Jus bëtter","73,571,580","28,933","136,461,302"
"29","142","2093","ILUV","72,242,880","39,833","133,996,816"
"30","158","2093","Tell më","68,859,226","36,992","127,720,780"
"31","186","Orphan","bigger thën everything","68,759,414","18,868","127,535,648"
"32","124","AftërLyfe","No morë talk","66,683,092","25,785","123,684,465"
"33","76","2 Alivë","Doublë","64,130,419","24,823","118,949,742"
"34","29","Up 2 Më","Ya Ya","61,005,218","15,923","113,153,088"
"35","275","Features","Yam","60,723,645","17,155","112,630,823"
"36","120","AftërLyfe","How it go","56,519,474","19,867","104,832,885"
"37","240","Rendezvous","Rendezvous (feat. Yeat)","54,161,545","260,486","105,963,975"
"38","159","2093","U Should Know","53,312,440","25,543","98,884,446"
"39","27","Up 2 Më","Twizzy Rich","53,204,695","24,438","98,684,600"
"40","118","AftërLyfe","Bëttr 0ff","51,340,821","30,192","95,227,468"
"41","98","2 Alivë","Still countin","51,271,614","17,251","95,099,102"
"42","77","2 Alivë","Dub","51,071,454","14,101","94,727,843"
"43","21","Up 2 Më","Rokstar","50,865,867","16,954","94,346,518"
"44","175","LYFESTYLE","ORCHESTRATË","49,985,043","98,492","92,712,757"
"45","218","Rich Minion","Rich Minion","48,487,244","5,059","89,934,625"
"46","107","Lyfë","Krank","48,272,947","29,323","89,537,144"
"47","151","2093","Psycho CEO","47,266,744","19,816","87,670,829"
"48","237","DOG HOUSE","DOG HOUSE (feat. Julia Wolf & Yeat)","45,736,836","85,300","89,435,044"
"49","122","AftërLyfe","Mysëlf","45,263,343","35,633","83,954,901"
"50","10","Up 2 Më","Cmon","43,784,866","11,930","81,212,607"
"51","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","42,873,546","16,049","79,522,281"
"52","13","Up 2 Më","Got rich","42,570,034","14,303","78,959,324"
"53","17","Up 2 Më","Lying 4 fun","42,430,885","17,641","78,701,229"
"54","210","Trëndi","Fukit","41,543,270","17,049","77,054,872"
"55","220","King tonka","Heavy stunts (with Don Toliver)","39,463,728","24,296","73,197,717"
"56","79","2 Alivë","Hatër","37,555,919","16,325","69,659,094"
"57","112","Lyfë","Wat it feel lykë","36,953,117","16,045","68,541,010"
"58","156","2093","Stand On It (with Future)","36,686,317","12,835","68,046,147"
"59","222","GEEKED UP","GEEKED UP (FEAT. YEAT)","36,208,720","35,832","70,840,296"
"60","165","LYFESTYLE","GEEK TIMË","35,034,921","20,804","64,983,121"
"61","89","2 Alivë","Nvr again","34,602,130","18,042","64,180,376"
"62","95","2 Alivë","Rollin","34,573,856","18,298","64,127,933"
"63","213","Trëndi","Tonka 2","34,144,389","7,387","63,331,354"
"64","227","DANGEROUS SUMMER","2TONE","33,639,446","80,953","62,394,780"
