"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","242","Features","IDGAF (feat. Yeat)","544,996,690","241,183","1,065,695,247"
"2","19","Up 2 Më","Monëy so big","457,334,763","138,430","848,269,549"
"3","108","Lyfë","Out thë way","441,141,366","154,003","818,233,858"
"4","164","2093","If We Being Rëal","335,337,384","285,320","621,987,468"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","300,439,439","108,658","557,258,376"
"6","110","Lyfë","Talk","298,802,570","104,565","554,222,293"
"7","66","4L","Sorry Bout That","251,472,006","85,697","466,433,042"
"8","161","2093","Breathe","231,758,869","133,914","429,868,899"
"9","91","2 Alivë","On tha linë","208,192,396","75,660","386,157,546"
"10","14","Up 2 Më","Gët Busy","190,285,389","61,526","352,943,432"
"11","181","Orphan","Already Rich","180,614,313","66,296","335,005,414"
"12","93","2 Alivë","Poppin","180,598,301","55,525","334,975,715"
"13","125","AftërLyfe","Nun id change","156,105,188","96,721","289,545,619"
"14","26","Up 2 Më","Turban","156,047,214","40,726","289,438,089"
"15","184","Orphan","My wrist","110,688,643","44,091","205,306,512"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","109,336,546","26,993","202,798,628"
"17","205","Trëndi","Mad bout that","104,253,089","28,451","193,369,776"
"18","11","Up 2 Më","Dëserve it","98,131,322","18,033","182,015,055"
"19","23","Up 2 Më","Swërved It","96,489,514","32,679","178,969,811"
"20","262","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","90,818,724","24,248","160,617,272"
"21","62","4L","Off Tha Lot","88,801,701","23,408","164,710,371"
"22","60","4L","Money Twërk","86,210,882","39,067","159,904,892"
"23","28","Up 2 Më","U could tëll","85,510,003","26,874","158,604,894"
"24","130","AftërLyfe","Split","71,265,172","19,850","132,183,424"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","68,117,839","20,457","126,345,717"
"26","109","Lyfë","Systëm","66,629,222","27,539","123,584,613"
"27","81","2 Alivë","Jus bëtter","66,487,904","20,486","123,322,495"
"28","183","Orphan","bigger thën everything","62,790,329","23,932","116,464,192"
"29","123","AftërLyfe","No morë talk","59,095,314","25,440","109,610,638"
"30","76","2 Alivë","Doublë","57,965,353","18,942","107,514,774"
"31","163","2093","ILUV","57,218,031","66,889","106,128,633"
"32","179","2093","Tell më","56,945,614","53,414","105,623,351"
"33","29","Up 2 Më","Ya Ya","56,274,666","16,195","104,378,869"
"34","230","Features","Yam","55,487,102","22,748","102,918,087"
"35","119","AftërLyfe","How it go","51,160,766","15,758","94,893,551"
"36","77","2 Alivë","Dub","47,298,041","11,623","87,728,926"
"37","211","Rich Minion","Rich Minion","46,949,059","6,151","87,081,631"
"38","98","2 Alivë","Still countin","46,766,249","17,385","86,742,553"
"39","21","Up 2 Më","Rokstar","45,883,605","16,633","85,105,415"
"40","27","Up 2 Më","Twizzy Rich","45,302,279","27,495","84,027,165"
"41","180","2093","U Should Know","44,499,054","34,360","82,537,334"
"42","117","AftërLyfe","Bëttr 0ff","43,107,900","26,510","79,957,007"
"43","107","Lyfë","Krank","41,241,306","22,290","76,494,828"
"44","172","2093","Psycho CEO","40,812,938","26,365","75,700,286"
"45","10","Up 2 Më","Cmon","40,297,164","12,523","74,743,623"
"46","13","Up 2 Më","Got rich","38,413,693","13,733","71,250,140"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","38,281,789","13,673","71,005,483"
"48","17","Up 2 Më","Lying 4 fun","37,968,173","15,701","70,423,784"
