"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","254","Features","IDGAF (feat. Yeat)","562,022,122","231,534","1,098,987,049"
"2","19","Up 2 Më","Monëy so big","466,397,252","129,916","865,078,753"
"3","108","Lyfë","Out thë way","451,616,165","153,066","837,662,630"
"4","164","2093","If We Being Rëal","354,342,043","254,677","657,237,519"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","307,420,683","98,727","570,207,264"
"6","110","Lyfë","Talk","305,175,965","86,826","566,043,736"
"7","66","4L","Sorry Bout That","256,841,463","76,505","476,392,370"
"8","161","2093","Breathe","240,147,756","112,038","445,428,699"
"9","91","2 Alivë","On tha linë","212,838,145","71,666","394,774,532"
"10","14","Up 2 Më","Gët Busy","194,698,424","63,974","361,128,778"
"11","184","Orphan","Already Rich","184,854,243","59,846","342,869,683"
"12","93","2 Alivë","Poppin","183,867,522","51,845","341,039,502"
"13","125","AftërLyfe","Nun id change","162,793,491","106,006","301,951,157"
"14","26","Up 2 Më","Turban","158,575,165","41,576","294,126,960"
"15","182","Orphan","My wrist","113,620,563","39,689","210,744,670"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","111,135,068","26,728","206,134,546"
"17","207","Trëndi","Mad bout that","106,525,292","37,803","197,584,283"
"18","11","Up 2 Më","Dëserve it","99,382,073","22,004","184,334,962"
"19","23","Up 2 Më","Swërved It","98,728,262","36,608","183,122,266"
"20","273","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","92,287,945","20,698","163,215,660"
"21","62","4L","Off Tha Lot","90,515,226","25,026","167,888,636"
"22","60","4L","Money Twërk","88,739,445","38,747","164,594,898"
"23","28","Up 2 Më","U could tëll","87,417,661","29,338","162,143,239"
"24","130","AftërLyfe","Split","72,511,407","17,337","134,494,955"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","69,549,217","21,537","129,000,652"
"26","109","Lyfë","Systëm","68,572,604","35,946","127,189,220"
"27","81","2 Alivë","Jus bëtter","67,930,227","24,286","125,997,732"
"28","183","Orphan","bigger thën everything","64,451,804","24,689","119,545,915"
"29","163","2093","ILUV","61,463,370","60,176","114,002,934"
"30","123","AftërLyfe","No morë talk","60,859,774","24,751","112,883,378"
"31","179","2093","Tell më","60,188,012","44,793","111,637,386"
"32","76","2 Alivë","Doublë","59,217,329","18,549","109,836,953"
"33","29","Up 2 Më","Ya Ya","57,398,436","16,355","106,463,250"
"34","242","Features","Yam","56,768,317","19,640","105,294,498"
"35","119","AftërLyfe","How it go","52,314,602","16,585","97,033,699"
"36","77","2 Alivë","Dub","48,134,411","11,894","89,280,235"
"37","98","2 Alivë","Still countin","47,818,564","14,677","88,694,398"
"38","213","Rich Minion","Rich Minion","47,339,752","5,585","87,806,292"
"39","27","Up 2 Më","Twizzy Rich","47,276,291","28,922","87,688,584"
"40","21","Up 2 Më","Rokstar","47,022,946","16,123","87,218,677"
"41","180","2093","U Should Know","46,795,310","33,448","86,796,455"
"42","117","AftërLyfe","Bëttr 0ff","44,764,337","22,850","83,029,384"
"43","107","Lyfë","Krank","43,169,579","25,858","80,071,409"
"44","172","2093","Psycho CEO","42,534,293","23,746","78,893,074"
"45","10","Up 2 Më","Cmon","41,118,349","13,145","76,266,766"
"46","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","39,343,549","15,470","72,974,847"
"47","13","Up 2 Më","Got rich","39,341,675","13,283","72,971,371"
"48","222","DANGEROUS SUMMER","COMË N GO","39,174,989","785,290","72,662,200"
"49","17","Up 2 Më","Lying 4 fun","39,025,397","15,150","72,384,735"
"50","205","Trëndi","Fukit","38,224,139","14,281","70,898,553"
"51","121","AftërLyfe","Mysëlf","37,835,604","31,011","70,177,894"
"52","79","2 Alivë","Hatër","34,547,394","12,049","64,078,886"
"53","186","Orphan","Heavy stunts","34,275,596","26,924","63,574,752"
"54","112","Lyfë","Wat it feel lykë","33,962,579","13,183","62,994,165"
"55","177","2093","Stand On It (with Future)","33,722,468","15,377","62,548,804"
"56","208","Trëndi","Tonka 2","32,553,820","7,460","60,381,183"
"57","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","31,375,559","7,294","58,195,731"
"58","89","2 Alivë","Nvr again","30,946,608","14,304","57,400,108"
"59","95","2 Alivë","Rollin","30,882,997","13,260","57,282,122"
"60","263","Features","Fuk Tha Clout (feat. Yeat)","30,653,191","9,334","57,923,710"
"61","298","Features","5 2 Üh 60 (feat. Yeat)","30,279,888","8,565","56,163,469"
"62","83","2 Alivë","Kant rëlax","29,522,997","9,552","54,759,579"
"63","216","GEEKED UP","GEEKED UP (FEAT. YEAT)","29,168,952","30,753","57,067,216"
"64","111","Lyfë","Up off X","28,596,379","14,423","53,040,878"
"65","140","LYFESTYLE","GEEK TIMË","28,488,377","31,971","52,840,555"
"66","92","2 Alivë","Outsidë (feat. Young Thug)","27,665,456","12,289","51,314,192"
"67","36","Alivë","Diëd B4","27,455,962","13,641","50,925,620"
"68","150","LYFESTYLE","ORCHESTRATË","27,321,237","78,092","50,675,730"
"69","167","2093","Morë","25,690,556","13,983","47,651,125"
"70","96","2 Alivë","Rëal six","25,275,926","9,917","46,882,065"
"71","16","Up 2 Më","Kant changë","25,168,677","10,765","46,683,138"
"72","99","2 Alivë","Taliban","23,534,496","9,017","43,652,042"
"73","84","2 Alivë","Luh gëek","23,384,954","14,522","43,374,669"
