"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","266","Features","IDGAF (feat. Yeat)","581,683,591","218,509","1,137,439,799"
"2","19","Up 2 Më","Monëy so big","478,845,676","145,499","888,167,748"
"3","108","Lyfë","Out thë way","465,520,196","166,538","863,451,514"
"4","164","2093","If We Being Rëal","375,940,719","234,286","697,298,605"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","316,938,299","116,465","587,860,326"
"6","110","Lyfë","Talk","312,369,346","84,076","579,385,786"
"7","66","4L","Sorry Bout That","263,568,093","82,598","488,868,734"
"8","161","2093","Breathe","250,515,570","118,552","464,658,784"
"9","91","2 Alivë","On tha linë","219,477,094","81,204","407,088,308"
"10","14","Up 2 Më","Gët Busy","200,508,105","71,799","371,904,438"
"11","187","Orphan","Already Rich","190,163,400","60,684","352,716,975"
"12","93","2 Alivë","Poppin","188,319,605","52,161","349,297,086"
"13","126","AftërLyfe","Nun id change","171,639,117","95,029","318,357,950"
"14","26","Up 2 Më","Turban","162,272,219","41,315","300,984,134"
"15","228","DANGEROUS SUMMER","COMË N GO","127,058,921","895,534","235,670,157"
"16","185","Orphan","My wrist","117,012,983","37,290","217,036,850"
"17","94","2 Alivë","Rackz got më (feat. Gunna)","113,511,815","27,465","210,542,849"
"18","212","Trëndi","Mad bout that","109,951,269","39,437","203,938,713"
"19","23","Up 2 Më","Swërved It","102,174,474","36,460","189,514,236"
"20","11","Up 2 Më","Dëserve it","101,165,141","21,285","187,642,115"
"21","260","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","94,420,693","27,691","166,987,527"
"22","62","4L","Off Tha Lot","93,102,983","29,284","172,688,343"
"23","60","4L","Money Twërk","92,192,094","36,802","170,998,817"
"24","28","Up 2 Më","U could tëll","90,213,055","29,249","167,328,076"
"25","131","AftërLyfe","Split","74,424,972","23,412","138,044,182"
"26","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","71,646,405","23,803","132,890,468"
"27","109","Lyfë","Systëm","71,587,392","32,198","132,781,010"
"28","81","2 Alivë","Jus bëtter","70,205,368","27,609","130,217,618"
"29","163","2093","ILUV","66,557,665","54,519","123,451,822"
"30","186","Orphan","bigger thën everything","66,491,452","22,514","123,329,010"
"31","178","2093","Tell më","64,266,684","42,849","119,202,488"
"32","124","AftërLyfe","No morë talk","63,218,252","27,623","117,257,845"
