"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"217","218","The Bell","The Bell","1,072,306","1,072,306","1,988,924"
"4","142","2093","If We Being Rëal","302,907,181","368,385","561,835,571"
"1","240","Features","IDGAF (feat. Yeat)","521,963,649","254,283","1,020,656,070"
"3","108","Lyfë","Out thë way","424,723,524","173,440","787,781,864"
"8","139","2093","Breathe","217,172,874","171,111","402,814,635"
"2","19","Up 2 Më","Monëy so big","442,744,089","161,752","821,206,606"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","288,971,489","127,573","535,987,496"
"6","110","Lyfë","Talk","287,956,530","121,975","534,104,939"
"14","125","AftërLyfe","Nun id change","146,243,396","109,310","271,253,859"
"35","141","2093","ILUV","48,853,033","106,933","90,613,142"
"12","181","Orphan","Already Rich","173,077,006","94,943","321,025,134"
"7","44","4L","Sorry Bout That","242,834,873","87,900","450,412,793"
"72","164","LYFESTYLE","GEEK TIMË","21,559,637","83,993","39,989,051"
"200","217","Work","Work (feat. Yeat)","2,902,930","81,467","4,736,754"
"9","91","2 Alivë","On tha linë","200,776,652","75,592","372,402,742"
"10","14","Up 2 Më","Gët Busy","184,045,886","74,034","341,370,333"
"33","157","2093","Tell më","51,165,886","65,295","94,903,048"
"82","174","LYFESTYLE","ORCHESTRATË","17,927,535","59,353","33,252,189"
"11","93","2 Alivë","Poppin","175,183,800","57,074","324,932,839"
"16","184","Orphan","My wrist","105,702,886","53,558","196,058,875"
"101","167","LYFESTYLE","GONE 4 A MIN","13,891,491","50,838","25,766,090"
"17","205","Trëndi","Mad bout that","100,923,427","46,575","187,193,882"
"13","26","Up 2 Më","Turban","151,912,541","46,082","281,769,052"
"41","158","2093","U Should Know","40,763,221","41,841","75,608,070"
"65","214","GEEKED UP","GEEKED UP (FEAT. YEAT)","23,667,520","41,682","46,304,011"
"19","23","Up 2 Më","Swërved It","93,040,937","38,643","172,573,353"
"45","150","2093","Psycho CEO","37,917,459","35,199","70,329,720"
"42","117","AftërLyfe","Bëttr 0ff","40,399,282","34,048","74,933,032"
"56","212","King tonka","Heavy stunts (with Don Toliver)","29,626,138","32,798","54,950,886"
"84","215","GO AGAIN","GO AGAIN (feat. Superheaven)","17,767,535","32,374","32,955,419"
"27","109","Lyfë","Systëm","63,775,890","32,358","118,292,222"
"26","81","2 Alivë","Jus bëtter","64,321,360","32,209","119,303,966"
"20","261","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","88,186,219","31,894","155,961,561"
