"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","254","Features","IDGAF (feat. Yeat)","564,215,847","215,992","1,103,276,694"
"2","19","Up 2 Më","Monëy so big","467,614,378","120,165","867,336,292"
"3","108","Lyfë","Out thë way","453,019,791","135,403","840,266,091"
"4","164","2093","If We Being Rëal","356,666,784","228,319","661,549,474"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","308,341,179","91,697","571,914,610"
"6","110","Lyfë","Talk","305,984,570","78,581","567,543,546"
"7","66","4L","Sorry Bout That","257,565,320","70,149","477,734,988"
"8","161","2093","Breathe","241,209,100","104,394","447,397,291"
"9","91","2 Alivë","On tha linë","213,525,074","67,551","396,048,656"
"10","14","Up 2 Më","Gët Busy","195,306,257","62,603","362,256,193"
"11","184","Orphan","Already Rich","185,428,766","58,481","343,935,314"
"12","93","2 Alivë","Poppin","184,331,601","46,584","341,900,281"
"13","125","AftërLyfe","Nun id change","163,776,340","99,574","303,774,156"
"14","26","Up 2 Më","Turban","158,959,081","37,856","294,839,051"
"15","182","Orphan","My wrist","113,989,334","36,909","211,428,670"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","111,388,271","24,274","206,604,190"
"17","207","Trëndi","Mad bout that","106,834,915","29,018","198,158,575"
"18","11","Up 2 Më","Dëserve it","99,575,375","22,546","184,693,500"
"19","23","Up 2 Më","Swërved It","99,081,663","36,251","183,777,758"
"20","273","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","92,482,556","19,472","163,559,839"
"21","62","4L","Off Tha Lot","90,769,580","27,836","168,360,415"
"22","60","4L","Money Twërk","89,130,071","39,037","165,319,436"
"23","28","Up 2 Më","U could tëll","87,700,550","29,768","162,667,944"
"24","130","AftërLyfe","Split","72,679,588","18,111","134,806,899"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","69,755,174","21,380","129,382,664"
"26","109","Lyfë","Systëm","68,861,697","31,202","127,725,433"
"27","81","2 Alivë","Jus bëtter","68,155,500","23,545","126,415,571"
"28","183","Orphan","bigger thën everything","64,682,180","23,022","119,973,218"
"29","163","2093","ILUV","62,036,439","58,018","115,065,869"
"30","123","AftërLyfe","No morë talk","61,084,580","26,044","113,300,350"
"31","179","2093","Tell më","60,615,314","45,814","112,429,951"
"32","76","2 Alivë","Doublë","59,399,551","18,187","110,174,940"
"33","29","Up 2 Më","Ya Ya","57,555,889","16,346","106,755,296"
"34","242","Features","Yam","56,941,436","16,831","105,615,601"
"35","119","AftërLyfe","How it go","52,471,220","18,770","97,324,196"
"36","77","2 Alivë","Dub","48,249,413","12,417","89,493,541"
"37","98","2 Alivë","Still countin","47,962,685","15,226","88,961,715"
"38","27","Up 2 Më","Twizzy Rich","47,549,233","27,392","88,194,840"
"39","213","Rich Minion","Rich Minion","47,393,398","5,466","87,905,795"
"40","222","DANGEROUS SUMMER","COMË N GO","47,362,600","908,997","87,848,671"
"41","21","Up 2 Më","Rokstar","47,195,919","17,437","87,539,509"
"42","180","2093","U Should Know","47,110,561","32,179","87,381,186"
"43","117","AftërLyfe","Bëttr 0ff","44,976,699","21,440","83,423,276"
"44","107","Lyfë","Krank","43,436,078","28,272","80,565,715"
"45","172","2093","Psycho CEO","42,764,920","23,231","79,320,844"
"46","10","Up 2 Më","Cmon","41,232,790","11,840","76,479,032"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","39,489,602","15,679","73,245,748"
"48","13","Up 2 Më","Got rich","39,472,858","13,835","73,214,691"
"49","17","Up 2 Më","Lying 4 fun","39,174,571","15,810","72,661,425"
"50","205","Trëndi","Fukit","38,364,780","14,857","71,159,415"
"51","121","AftërLyfe","Mysëlf","38,132,544","32,443","70,728,662"
"52","79","2 Alivë","Hatër","34,685,291","13,436","64,334,659"
"53","186","Orphan","Heavy stunts","34,508,699","22,319","64,007,114"
"54","112","Lyfë","Wat it feel lykë","34,097,082","13,244","63,243,642"
"55","177","2093","Stand On It (with Future)","33,863,241","14,552","62,809,911"
"56","208","Trëndi","Tonka 2","32,626,216","7,791","60,515,464"
"57","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","31,444,369","7,117","58,323,361"
"58","89","2 Alivë","Nvr again","31,081,875","18,618","57,651,003"
"59","95","2 Alivë","Rollin","31,042,317","17,184","57,577,631"
"60","263","Features","Fuk Tha Clout (feat. Yeat)","30,742,745","10,520","58,092,935"
"61","298","Features","5 2 Üh 60 (feat. Yeat)","30,362,799","9,221","56,317,253"
"62","83","2 Alivë","Kant rëlax","29,619,508","11,179","54,938,589"
"63","216","GEEKED UP","GEEKED UP (FEAT. YEAT)","29,441,231","27,923","57,599,913"
"64","140","LYFESTYLE","GEEK TIMË","28,808,475","30,639","53,434,276"
"65","111","Lyfë","Up off X","28,774,136","17,933","53,370,583"
"66","150","LYFESTYLE","ORCHESTRATË","28,171,152","91,168","52,252,162"
"67","92","2 Alivë","Outsidë (feat. Young Thug)","27,781,761","12,774","51,529,915"
"68","36","Alivë","Diëd B4","27,569,816","12,289","51,136,797"
"69","167","2093","Morë","25,827,014","13,800","47,904,229"
"70","96","2 Alivë","Rëal six","25,372,517","9,938","47,061,223"
"71","16","Up 2 Më","Kant changë","25,280,599","11,873","46,890,733"
"72","99","2 Alivë","Taliban","23,635,163","10,397","43,838,760"
"73","84","2 Alivë","Luh gëek","23,495,413","11,594","43,579,550"
"74","232","The Bell","The Bell","23,434,856","34,883","43,467,228"
"75","101","Lyfë","Can’t stop it","23,347,366","8,803","43,304,951"
"76","72","2 Alivë","3G (feat. Lil Uzi Vert)","23,031,929","6,636","42,719,875"
"77","217","GO AGAIN","GO AGAIN (feat. Superheaven)","22,990,996","28,178","42,643,929"
"78","127","AftërLyfe","Shhhh","22,802,356","11,466","42,294,060"
"79","231","DOG HOUSE","DOG HOUSE (feat. Julia Wolf & Yeat)","22,569,644","204,151","44,133,042"
"80","78","2 Alivë","Gëek high (feat. Ken Carson)","22,219,458","9,332","41,212,895"
"81","170","2093","Nothing Changë","22,042,267","12,573","40,884,239"
"82","159","2093","As We Speak (feat. Drake)","21,597,226","15,279","40,058,772"
"83","166","2093","Lyfestylë (with Lil Wayne)","21,568,631","10,791","40,005,734"
"84","162","2093","Familia","21,154,886","55,232","39,238,315"
"85","143","LYFESTYLE","GONE 4 A MIN","19,957,416","34,824","37,017,234"
"86","49","Alivë","WAR 1","19,797,780","7,231","36,721,140"
"87","171","2093","Power Trip","19,759,025","9,858","36,649,256"
"88","297","Features","Pop Out","19,743,672","3,563","36,102,627"
"89","20","Up 2 Më","Morning mudd","19,678,898","11,057","36,500,636"
"90","132","AftërLyfe","Type monëy","19,188,141","9,559","35,590,374"
"91","70","4L","Tëslas & Rovers","19,097,167","8,647","35,421,635"
"92","220","DANGEROUS SUMMER","IM YEAT","19,023,636","81,210","35,285,249"
"93","120","AftërLyfe","Hëavyweight","18,828,142","30,631","34,922,644"
"94","129","AftërLyfe","Slamm","18,299,766","6,303","33,942,607"
"95","34","Alivë","Bäk 2 BED","18,192,166","10,571","33,743,029"
"96","211","No Handoutz","No Handoutz (feat. Yeat)","17,966,179","5,987","34,684,606"
"97","134","AftërLyfe","Woa...!","17,484,592","6,315","32,430,613"
"98","82","2 Alivë","Kant dië","17,433,228","14,116","32,335,343"
"99","135","LYFESTYLE","BË QUIET (FEAT. KODAK BLACK)","17,242,927","27,310","31,982,370"
"100","215","King tonka","King tonka","17,081,117","7,065","31,682,243"
"101","22","Up 2 Më","Stayëd tha same","17,022,337","8,365","31,573,217"
"102","185","Orphan","Already Rich","16,418,293","1,331","30,452,830"
"103","97","2 Alivë","Smooktobër","16,286,066","10,143","30,207,574"
"104","131","AftërLyfe","Sum 2 do","16,207,173","5,847","30,061,242"
"105","86","2 Alivë","Luv monëy (with Lancey Foux)","16,155,291","6,396","29,965,011"
"106","126","AftërLyfe","Rav3 p4rty (feat. Kranky Kranky)","15,850,161","5,397","29,399,052"
"107","160","2093","Bought The Earth","15,713,732","8,255","29,146,002"
"108","221","DANGEROUS SUMMER","2TONE","15,591,081","120,769","28,918,508"
"109","24","Up 2 Më","Told ya","15,198,181","8,830","28,189,753"
"110","229","DANGEROUS SUMMER","PUT IT ONG","15,073,240","96,301","27,958,011"
"111","80","2 Alivë","Jump","15,029,511","5,280","27,876,902"
"112","87","2 Alivë","Narcoticz (feat. Yung Kayo)","14,883,375","8,152","27,605,847"
"113","104","Lyfë","Got it all","14,859,348","6,377","27,561,282"
"114","116","AftërLyfe","Bad bënd / DëMON","14,807,980","5,891","27,466,004"
"115","153","LYFESTYLE","STFU","14,775,971","12,502","27,406,633"
"116","57","4L","Goin Back 2 Ella","14,524,219","5,682","26,939,681"
"117","18","Up 2 Më","Lët ya know","14,363,440","6,797","26,641,466"
"118","102","Lyfë","Comë on","14,163,558","6,050","26,270,723"
"119","115","AftërLyfe","Back up","14,031,254","5,475","26,025,324"
"120","114","AftërLyfe","Back homë","13,888,780","13,595","25,761,061"
"121","175","2093","Run Thëy Mouth","13,872,281","8,567","25,730,459"
"122","169","2093","Never quit","13,661,489","9,563","25,339,480"
"123","113","AftërLyfe","7 nightz","13,606,869","5,228","25,238,170"
"124","139","LYFESTYLE","FOREVER AGAIN","13,360,506","18,994","24,781,213"
"125","75","2 Alivë","Dnt lië","13,350,112","6,521","24,761,934"
"126","12","Up 2 Më","Factz","13,228,937","8,333","24,537,177"
"127","90","2 Alivë","Nëw turban","13,125,175","4,034","24,344,718"
"128","45","Alivë","Tonka","12,712,963","4,342","23,580,143"
"129","8","Up 2 Më","Bak on ëm","12,682,795","5,799","23,524,187"
"130","106","Lyfë","Killin ëm","12,602,683","5,259","23,375,595"
"131","144","LYFESTYLE","HEARD OF MË","12,413,971","37,335","23,025,569"
"132","68","4L","Talk 2 God","12,244,474","4,773","22,711,185"
"133","225","DANGEROUS SUMMER","LOCO","11,818,205","68,485","21,920,536"
"134","239","Features","Probably!","11,803,180","4,764","26,023,179"
"135","157","2093","1093","11,603,280","7,388","21,521,891"
"136","61","4L","Mountain Climbërs","11,417,727","4,679","21,177,725"
"137","133","AftërLyfe","Watch","11,393,822","3,877","21,133,386"
"138","105","Lyfë","Holy 1","11,371,472","4,778","21,091,931"
"139","176","2093","Shade","11,263,067","5,774","20,890,860"
"140","122","AftërLyfe","Mëan feen (feat. Kranky Kranky)","11,252,888","4,239","20,871,980"
"141","51","Alivë","X ta C","11,226,772","6,302","20,823,540"
"142","74","2 Alivë","Call më","11,157,747","4,512","20,695,511"
"143","158","2093","2093","11,100,347","5,712","20,589,045"
"144","85","2 Alivë","Luh m (feat. SeptembersRich)","10,995,602","4,071","20,394,763"
"145","218","5BRAZY","5BRAZY (FEAT. QUAVO)","10,881,416","10,906","20,182,970"
"146","178","2093","Team ceo","10,836,129","5,984","20,098,971"
"147","168","2093","Mr. Inbetweenit","10,763,306","5,686","19,963,898"
"148","124","AftërLyfe","Now (feat. Luh geeky)","10,598,650","3,362","19,658,492"
"149","53","4L","Big Stonëz","10,574,462","6,574","19,613,628"
"150","56","4L","Forëally / 4Ly","10,382,527","4,152","19,257,625"
"151","173","2093","Psychocainë","10,300,271","6,138","19,105,055"
"152","15","Up 2 Më","Hëy","10,259,725","4,867","19,029,850"
"153","277","Features","Cruisin' (feat. Yeat)","10,250,797","5,265","20,208,359"
"154","118","AftërLyfe","Dëmon tied","10,205,105","3,919","18,928,541"
"155","155","LYFESTYLE","THEY TELL MË","10,085,501","10,765","18,706,698"
"156","41","Alivë","Oh eX whY","9,952,710","3,424","18,460,395"
"157","174","2093","Riot & Set it off","9,918,107","4,819","18,396,213"
"158","9","Up 2 Më","Callin më","9,914,969","4,679","18,390,393"
"159","165","2093","Keep Pushin","9,846,487","5,196","18,263,372"
"160","233","Orphan","Cali","9,753,861","0","18,091,568"
"161","274","Features","I Don’t Text Back (feat. Yeat)","9,651,075","3,504","20,369,365"
"162","287","Features","CAN'T B ME (feat. Yeat)","9,647,008","3,434","17,893,376"
"163","148","LYFESTYLE","NEW HIGH (FEAT. DON TOLIVER)","8,935,625","12,776","16,573,895"
"164","141","LYFESTYLE","GO2WORK (FEAT. SUMMRS)","8,795,229","9,302","16,313,487"
"165","264","Features","Not Da Same (feat. Yeat)","8,637,940","4,791","16,322,657"
"166","138","LYFESTYLE","FLYTROOP","8,489,373","11,273","15,746,182"
"167","100","2 Alivë","Way back","8,150,389","5,582","15,117,431"
"168","228","DANGEROUS SUMMER","OH I DID","8,141,136","68,565","15,100,268"
"169","152","LYFESTYLE","SPEEDBALL","7,845,401","9,109","14,551,736"
"170","146","LYFESTYLE","LYFESTYLE (FEAT. LIL DURK)","7,803,087","8,941","14,473,251"
"171","88","2 Alivë","No commënt","7,646,919","3,248","14,183,589"
"172","206","Trëndi","Insidë out (feat. SeptembersRich)","7,515,912","2,185","13,940,596"
"173","154","LYFESTYLE","THE COSTËS","7,466,516","10,433","13,848,976"
"174","137","LYFESTYLE","FATË (BONUS)","7,290,508","10,380","13,522,514"
"175","156","LYFESTYLE","U DONT KNOW LYFE","7,227,940","7,958","13,406,462"
"176","210","YEET","YEET (feat. Yeat)","7,094,878","2,383","13,159,657"
"177","149","LYFESTYLE","ON 1","7,084,911","12,249","13,141,170"
"178","230","DANGEROUS SUMMER","[ADL IS COMING]","7,000,617","39,470","12,984,821"
"179","291","Features","Appear","6,646,651","1,697","12,328,281"
"180","224","DANGEROUS SUMMER","GROWING PAINS","6,629,586","35,589","12,296,629"
"181","151","LYFESTYLE","SO WHAT","6,567,507","9,089","12,181,484"
"182","71","4L","WTF","6,480,956","2,900","12,020,948"
"183","237","Features","Work (feat. Yeat)","6,364,961","6,426","10,385,802"
"184","145","LYFESTYLE","LYFE PARTY","6,124,676","9,416","11,360,116"
"185","223","DANGEROUS SUMMER","FLY NITË","6,064,275","31,840","11,248,083"
"186","227","DANGEROUS SUMMER","M.F.U.","5,914,925","28,071","10,971,067"
