"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","241","Features","IDGAF (feat. Yeat)","541,610,652","213,198","1,059,074,134"
"2","19","Up 2 Më","Monëy so big","455,299,549","133,825","844,494,611"
"3","108","Lyfë","Out thë way","438,842,459","134,719","813,969,820"
"4","164","2093","If We Being Rëal","331,087,487","280,113","614,104,712"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","298,861,388","105,089","554,331,389"
"6","110","Lyfë","Talk","297,303,765","91,882","551,442,293"
"7","44","4L","Sorry Bout That","250,199,989","79,465","464,073,691"
"8","161","2093","Breathe","229,860,342","130,100","426,347,490"
"9","91","2 Alivë","On tha linë","207,129,781","68,711","384,186,596"
"10","14","Up 2 Më","Gët Busy","189,441,707","53,736","351,378,562"
"11","93","2 Alivë","Poppin","179,810,922","44,903","333,515,276"
"12","181","Orphan","Already Rich","179,626,928","70,984","333,174,001"
"13","26","Up 2 Më","Turban","155,490,206","38,172","288,404,944"
"14","125","AftërLyfe","Nun id change","154,743,309","84,664","287,019,591"
"15","184","Orphan","My wrist","110,037,377","45,720","204,098,537"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","108,925,129","25,677","202,035,527"
"17","205","Trëndi","Mad bout that","103,762,848","30,432","192,460,471"
"18","11","Up 2 Më","Dëserve it","97,852,021","19,359","181,497,004"
"19","23","Up 2 Më","Swërved It","96,008,084","33,008","178,076,850"
"20","261","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","90,473,854","24,150","160,007,353"
"21","40","4L","Off Tha Lot","88,452,750","21,310","164,063,133"
"22","38","4L","Money Twërk","85,636,728","33,276","158,839,945"
"23","28","Up 2 Më","U could tëll","85,134,644","23,405","157,908,674"
"24","130","AftërLyfe","Split","70,970,315","21,292","131,636,520"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","67,822,382","19,024","125,797,700"
"26","109","Lyfë","Systëm","66,224,056","24,608","122,833,107"
"27","81","2 Alivë","Jus bëtter","66,192,877","19,089","122,775,276"
"28","183","Orphan","bigger thën everything","62,453,007","21,685","115,838,524"
"29","123","AftërLyfe","No morë talk","58,719,556","24,047","108,913,678"
"30","76","2 Alivë","Doublë","57,698,852","16,461","107,020,465"
"31","163","2093","ILUV","56,225,110","67,695","104,286,952"
"32","179","2093","Tell më","56,181,920","49,286","104,206,843"
"33","29","Up 2 Më","Ya Ya","56,030,240","15,034","103,925,505"
"34","229","Features","Yam","55,167,138","21,713","102,324,614"
"35","119","AftërLyfe","How it go","50,910,315","14,780","94,429,012"
"36","77","2 Alivë","Dub","47,118,899","13,812","87,396,652"
"37","211","Rich Minion","Rich Minion","46,857,039","5,960","86,910,951"
"38","98","2 Alivë","Still countin","46,526,841","16,245","86,298,496"
"39","21","Up 2 Më","Rokstar","45,667,965","13,797","84,705,443"
"40","27","Up 2 Më","Twizzy Rich","44,926,845","19,347","83,330,806"
"41","180","2093","U Should Know","44,021,182","31,564","81,650,972"
"42","117","AftërLyfe","Bëttr 0ff","42,721,761","24,414","79,240,792"
"43","107","Lyfë","Krank","40,920,841","20,785","75,900,426"
"44","172","2093","Psycho CEO","40,432,412","26,058","74,994,482"
"45","10","Up 2 Më","Cmon","40,134,163","9,726","74,441,287"
"46","13","Up 2 Më","Got rich","38,203,307","12,084","70,859,914"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","38,069,131","13,081","70,611,042"
"48","17","Up 2 Më","Lying 4 fun","37,760,061","12,912","70,037,776"
"49","203","Trëndi","Fukit","37,056,872","15,519","68,733,493"
"50","121","AftërLyfe","Mysëlf","35,219,063","28,775","65,324,705"
"51","79","2 Alivë","Hatër","33,646,901","9,991","62,408,642"
"52","112","Lyfë","Wat it feel lykë","32,938,464","9,956","61,094,625"
"53","177","2093","Stand On It (with Future)","32,444,796","15,180","60,178,964"
"54","213","King tonka","Heavy stunts (with Don Toliver)","32,200,154","24,745","59,725,199"
"55","206","Trëndi","Tonka 2","31,947,713","6,747","59,256,969"
"56","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","30,760,084","7,166","57,054,142"
"57","95","2 Alivë","Rollin","29,864,615","11,696","55,393,216"
"58","89","2 Alivë","Nvr again","29,842,232","12,953","55,351,700"
"59","251","Features","Fuk Tha Clout (feat. Yeat)","29,821,117","9,197","56,351,384"
"60","285","Features","5 2 Üh 60 (feat. Yeat)","29,516,391","9,484","54,747,326"
"61","83","2 Alivë","Kant rëlax","28,746,084","8,494","53,318,552"
"62","111","Lyfë","Up off X","27,495,466","12,047","50,998,892"
"63","92","2 Alivë","Outsidë (feat. Young Thug)","26,737,148","10,244","49,592,356"
"64","215","GEEKED UP","GEEKED UP (FEAT. YEAT)","26,714,194","29,454","52,264,637"
"65","56","Alivë","Diëd B4","26,547,984","10,002","49,241,492"
"66","140","LYFESTYLE","GEEK TIMË","25,686,566","38,511","47,643,725"
"67","96","2 Alivë","Rëal six","24,475,978","8,867","45,398,313"
"68","167","2093","Morë","24,425,813","14,451","45,305,266"
"69","16","Up 2 Më","Kant changë","24,213,595","12,681","44,911,642"
"70","99","2 Alivë","Taliban","22,742,554","8,337","42,183,139"
"71","150","LYFESTYLE","ORCHESTRATË","22,628,148","49,232","41,970,937"
"72","101","Lyfë","Can’t stop it","22,495,819","8,897","41,725,492"
"73","84","2 Alivë","Luh gëek","22,393,957","9,744","41,536,557"
"74","72","2 Alivë","3G (feat. Lil Uzi Vert)","22,377,871","6,912","41,506,721"
"75","127","AftërLyfe","Shhhh","21,862,482","8,950","40,550,772"
"76","78","2 Alivë","Gëek high (feat. Ken Carson)","21,418,370","8,371","39,727,028"
"77","170","2093","Nothing Changë","20,825,268","13,384","38,626,936"
"78","166","2093","Lyfestylë (with Lil Wayne)","20,563,304","10,936","38,141,042"
"79","216","GO AGAIN","GO AGAIN (feat. Superheaven)","20,231,165","26,403","37,524,987"
"80","159","2093","As We Speak (feat. Drake)","20,197,180","11,413","37,461,951"
"81","284","Features","Pop Out","19,392,079","3,595","35,459,715"
"82","69","Alivë","WAR 1","19,181,539","5,801","35,578,129"
"83","20","Up 2 Më","Morning mudd","18,818,746","7,756","34,905,217"
"84","171","2093","Power Trip","18,787,525","9,634","34,847,308"
"85","218","The Bell","The Bell","18,770,480","81,079","34,815,692"
"86","48","4L","Tëslas & Rovers","18,362,160","7,251","34,058,336"
"87","132","AftërLyfe","Type monëy","18,233,776","9,565","33,820,208"
"88","129","AftërLyfe","Slamm","17,705,156","6,013","32,839,718"
"89","54","Alivë","Bäk 2 BED","17,418,807","7,113","32,308,594"
"90","209","No Handoutz","No Handoutz (feat. Yeat)","17,320,548","4,521","33,438,183"
"91","143","LYFESTYLE","GONE 4 A MIN","17,126,666","31,192","31,766,728"
"92","162","2093","Familia","17,049,760","11,789","31,624,082"
"93","134","AftërLyfe","Woa...!","16,890,156","6,283","31,328,047"
"94","82","2 Alivë","Kant dië","16,417,025","12,817","30,450,478"
"95","214","King tonka","King tonka","16,396,887","8,065","30,413,126"
"96","22","Up 2 Më","Stayëd tha same","16,319,934","7,108","30,270,393"
"97","120","AftërLyfe","Hëavyweight","16,220,051","30,446","30,085,129"
"98","131","AftërLyfe","Sum 2 do","15,633,105","6,455","28,996,455"
"99","86","2 Alivë","Luv monëy (with Lancey Foux)","15,582,814","6,701","28,903,174"
"100","97","2 Alivë","Smooktobër","15,526,449","6,788","28,798,628"
"101","126","AftërLyfe","Rav3 p4rty (feat. Kranky Kranky)","15,347,103","5,252","28,465,975"
"102","135","LYFESTYLE","BË QUIET (FEAT. KODAK BLACK)","14,985,647","22,029","27,795,542"
"103","160","2093","Bought The Earth","14,925,631","7,635","27,684,224"
"104","80","2 Alivë","Jump","14,547,825","4,910","26,983,465"
"105","24","Up 2 Më","Told ya","14,457,805","7,536","26,816,495"
