"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","253","Features","IDGAF (feat. Yeat)","547,770,374","231,572","1,071,118,953"
"2","19","Up 2 Më","Monëy so big","458,896,404","132,877","851,166,097"
"3","108","Lyfë","Out thë way","442,851,540","143,707","821,405,907"
"4","141","2093","If We Being Rëal","338,772,386","292,338","628,358,748"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","301,658,067","97,341","559,518,700"
"6","110","Lyfë","Talk","299,964,028","88,037","556,376,578"
"7","66","4L","Sorry Bout That","252,366,174","73,570","468,091,555"
"8","138","2093","Breathe","233,242,745","126,167","432,621,209"
"9","91","2 Alivë","On tha linë","208,957,171","64,213","387,576,059"
"10","14","Up 2 Më","Gët Busy","190,919,223","58,218","354,119,074"
"11","181","Orphan","Already Rich","181,342,554","58,314","336,356,163"
"12","93","2 Alivë","Poppin","181,138,019","46,526","335,976,790"
"13","125","AftërLyfe","Nun id change","157,182,906","86,274","291,544,583"
"14","26","Up 2 Më","Turban","156,465,913","36,584","290,214,696"
"15","184","Orphan","My wrist","111,186,217","40,728","206,229,418"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","109,640,094","26,400","203,361,652"
"17","207","Trëndi","Mad bout that","104,625,764","32,293","194,061,017"
"18","11","Up 2 Më","Dëserve it","98,329,519","16,929","182,382,673"
"19","23","Up 2 Më","Swërved It","96,840,518","29,474","179,620,858"
"20","273","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","91,062,588","19,509","161,048,557"
"21","62","4L","Off Tha Lot","89,056,503","23,618","165,182,981"
"22","60","4L","Money Twërk","86,640,540","35,689","160,701,826"
"23","28","Up 2 Më","U could tëll","85,806,946","24,548","159,155,667"
"24","130","AftërLyfe","Split","71,474,729","16,748","132,572,113"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","68,343,450","19,411","126,764,182"
"26","109","Lyfë","Systëm","66,920,610","24,163","124,125,083"
"27","81","2 Alivë","Jus bëtter","66,708,883","18,235","123,732,369"
"28","183","Orphan","bigger thën everything","63,055,117","22,607","116,955,324"
"29","123","AftërLyfe","No morë talk","59,445,724","24,387","110,260,582"
"30","76","2 Alivë","Doublë","58,156,510","16,301","107,869,334"
"31","140","2093","ILUV","57,957,578","62,613","107,500,353"
"32","155","2093","Tell më","57,510,870","48,035","106,671,794"
"33","29","Up 2 Më","Ya Ya","56,452,085","15,207","104,707,948"
"34","241","Features","Yam","55,683,612","16,069","103,282,576"
"35","119","AftërLyfe","How it go","51,342,643","15,267","95,230,899"
"36","77","2 Alivë","Dub","47,432,167","11,454","87,977,705"
"37","213","Rich Minion","Rich Minion","47,017,737","5,661","87,209,015"
"38","98","2 Alivë","Still countin","46,947,250","14,102","87,078,275"
"39","21","Up 2 Më","Rokstar","46,068,824","16,338","85,448,961"
"40","27","Up 2 Më","Twizzy Rich","45,643,475","31,003","84,660,019"
"41","156","2093","U Should Know","44,863,217","31,230","83,212,788"
"42","117","AftërLyfe","Bëttr 0ff","43,412,792","23,130","80,522,524"
"43","107","Lyfë","Krank","41,497,705","23,928","76,970,399"
"44","148","2093","Psycho CEO","41,111,455","25,642","76,253,978"
"45","10","Up 2 Më","Cmon","40,419,943","10,598","74,971,354"
"46","13","Up 2 Më","Got rich","38,564,737","14,459","71,530,298"
"47","25","Up 2 Më","Trëndy way (feat. SeptembersRich)","38,454,647","15,516","71,326,102"
"48","17","Up 2 Më","Lying 4 fun","38,126,265","13,762","70,717,015"
"49","205","Trëndi","Fukit","37,418,036","11,958","69,403,384"
"50","121","AftërLyfe","Mysëlf","35,975,038","29,760","66,726,896"
"51","79","2 Alivë","Hatër","33,910,989","8,696","62,898,475"
"52","112","Lyfë","Wat it feel lykë","33,256,287","12,328","61,684,126"
"53","186","Orphan","Heavy stunts","32,867,467","22,545","60,962,939"
"54","153","2093","Stand On It (with Future)","32,843,231","14,457","60,917,986"
"55","208","Trëndi","Tonka 2","32,135,573","7,196","59,605,414"
"56","128","AftërLyfe","Shmunk (feat. YoungBoy Never Broke Again)","30,946,495","6,517","57,399,899"
"57","89","2 Alivë","Nvr again","30,194,347","11,891","56,004,806"
"58","95","2 Alivë","Rollin","30,161,144","10,881","55,943,221"
"59","263","Features","Fuk Tha Clout (feat. Yeat)","30,094,483","11,394","56,867,949"
