"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","268","Features","IDGAF (feat. Yeat)","603,092,317","201,511","1,179,303,000"
"2","19","Up 2 Më","Monëy so big","493,775,072","121,257","915,858,941"
"3","108","Lyfë","Out thë way","482,262,618","147,875","894,505,526"
"4","143","2093","If We Being Rëal","399,355,770","202,435","740,729,075"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","327,580,561","93,713","607,599,700"
"6","110","Lyfë","Talk","320,762,371","70,753","594,953,253"
"7","44","4L","Sorry Bout That","272,475,864","75,459","505,390,957"
"8","140","2093","Breathe","262,908,641","99,615","487,645,576"
"9","91","2 Alivë","On tha linë","228,330,809","75,852","423,510,267"
"10","14","Up 2 Më","Gët Busy","207,889,361","70,740","385,595,265"
"11","187","Orphan","Already Rich","196,902,840","52,576","365,217,356"
"12","228","DANGEROUS SUMMER","COMË N GO","196,324,772","486,861","364,145,150"
"13","93","2 Alivë","Poppin","193,764,347","46,395","359,396,048"
"14","126","AftërLyfe","Nun id change","183,065,990","102,372","339,552,628"
"15","26","Up 2 Më","Turban","166,527,243","37,683","308,876,395"
"16","188","Orphan","My wrist","120,889,570","37,374","224,227,183"
"17","94","2 Alivë","Rackz got më (feat. Gunna)","116,427,408","27,294","215,950,720"
"18","212","Trëndi","Mad bout that","114,098,293","32,364","211,630,654"
"19","23","Up 2 Më","Swërved It","105,810,705","34,906","196,258,753"
"20","11","Up 2 Më","Dëserve it","103,272,970","19,355","191,551,737"
"21","264","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","97,159,907","23,153","171,831,959"
"22","40","4L","Off Tha Lot","96,413,853","29,660","178,829,378"
"23","38","4L","Money Twërk","95,944,814","34,890","177,959,400"
"24","28","Up 2 Më","U could tëll","93,330,015","31,328","173,109,445"
"25","131","AftërLyfe","Split","77,160,005","21,523","143,117,148"
"26","109","Lyfë","Systëm","75,252,340","32,388","139,578,792"
"27","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","74,084,031","21,945","137,411,801"
"28","81","2 Alivë","Jus bëtter","73,378,244","32,543","136,102,700"
"29","142","2093","ILUV","71,970,776","41,816","133,492,115"
"30","189","Orphan","bigger thën everything","68,637,482","19,331","127,309,487"
"31","158","2093","Tell më","68,608,955","39,191","127,256,575"
"32","124","AftërLyfe","No morë talk","66,511,606","27,579","123,366,391"
"33","76","2 Alivë","Doublë","63,959,780","26,900","118,633,239"
"34","29","Up 2 Më","Ya Ya","60,898,933","16,422","112,955,949"
"35","275","Features","Yam","60,614,501","17,043","112,428,382"
"36","120","AftërLyfe","How it go","56,385,354","21,712","104,584,118"
"37","159","2093","U Should Know","53,135,091","27,753","98,555,498"
"38","27","Up 2 Më","Twizzy Rich","53,039,993","25,871","98,379,109"
"39","240","Rendezvous","Rendezvous (feat. Yeat)","52,368,062","260,002","102,455,128"
"40","98","2 Alivë","Still countin","51,157,808","18,109","94,888,013"
"41","118","AftërLyfe","Bëttr 0ff","51,142,028","33,520","94,858,744"
"42","77","2 Alivë","Dub","50,976,506","15,304","94,551,733"
"43","21","Up 2 Më","Rokstar","50,755,252","17,591","94,141,348"
"44","175","LYFESTYLE","ORCHESTRATË","49,317,639","111,741","91,474,849"
"45","218","Rich Minion","Rich Minion","48,454,060","5,089","89,873,075"
"46","107","Lyfë","Krank","48,075,577","29,023","89,171,060"
"47","151","2093","Psycho CEO","47,137,375","20,055","87,430,874"
"48","237","DOG HOUSE","DOG HOUSE (feat. Julia Wolf & Yeat)","45,143,360","87,910","88,274,545"
"49","122","AftërLyfe","Mysëlf","45,035,593","33,253","83,532,468"
"50","10","Up 2 Më","Cmon","43,705,278","12,078","81,064,986"
