"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"11","228","DANGEROUS SUMMER","COMË N GO","201,502,665","488,982","373,749,158"
"174","342","ADL","Back Home","9,848,090","358,248","18,266,335"
"37","240","Rendezvous","Rendezvous (feat. Yeat)","55,147,689","268,190","107,893,310"
"104","346","ADL","Griddlë","19,537,717","247,171","36,238,752"
"1","268","Features","IDGAF (feat. Yeat)","605,175,545","204,562","1,183,376,600"
"4","143","2093","If We Being Rëal","401,491,347","197,897","744,690,165"
"3","108","Lyfë","Out thë way","483,825,976","142,961","897,405,258"
"2","19","Up 2 Më","Monëy so big","495,030,252","113,712","918,187,061"
"8","140","2093","Breathe","263,938,559","96,326","489,555,878"
"14","126","AftërLyfe","Nun id change","184,059,176","93,627","341,394,800"
"108","241","Made It On Our Own","Made It On Our Own","18,597,231","92,029","34,494,330"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","328,512,234","89,195","609,327,776"
"44","175","LYFESTYLE","ORCHESTRATË","50,328,677","86,407","93,350,133"
"48","237","DOG HOUSE","DOG HOUSE (feat. Julia Wolf & Yeat)","46,068,418","85,038","90,083,428"
"7","44","4L","Sorry Bout That","273,319,243","79,930","506,955,265"
"64","227","DANGEROUS SUMMER","2TONE","33,937,728","76,652","62,948,037"
"9","91","2 Alivë","On tha linë","229,132,900","76,616","424,997,994"
"87","234","DANGEROUS SUMMER","OH I DID","24,601,876","70,606","45,631,805"
"6","110","Lyfë","Talk","321,500,836","67,613","596,322,965"
"10","14","Up 2 Më","Gët Busy","208,567,117","64,100","386,852,374"
"186","185","ADL","Purpose General","8,731,620","63,700","16,195,496"
"12","188","Orphan","Already Rich","197,441,796","50,729","366,217,017"
"199","340","ADL","2Nite","6,642,011","49,488","12,319,668"
"171","184","ADL","Let King Tonka Talk","10,099,422","48,711","18,732,508"
"13","93","2 Alivë","Poppin","194,252,880","44,468","360,302,184"
"207","347","ADL","Liv Likë Dis","5,529,158","40,018","10,255,537"
"29","142","2093","ILUV","72,388,876","38,191","134,267,611"
"15","26","Up 2 Më","Turban","166,905,708","36,276","309,578,376"
"200","348","ADL","Lose Control","6,561,870","36,207","12,171,022"
"30","158","2093","Tell më","68,994,186","35,920","127,971,106"
"49","122","AftërLyfe","Mysëlf","45,393,550","35,629","84,196,410"
"214","344","ADL","Face The Flamë","5,246,353","34,742","9,730,988"
"23","38","4L","Money Twërk","96,310,761","34,517","178,638,162"
"59","222","GEEKED UP","GEEKED UP (FEAT. YEAT)","36,335,295","33,479","71,087,933"
"74","226","DANGEROUS SUMMER","IM YEAT","28,917,686","32,760","53,636,813"
"234","352","ADL","Naked","3,688,826","32,492","6,842,071"
"81","235","DANGEROUS SUMMER","PUT IT ONG","25,821,779","32,343","47,894,493"
"16","189","Orphan","My wrist","121,261,261","32,182","224,916,599"
"18","212","Trëndi","Mad bout that","114,430,728","31,677","212,247,258"
"98","231","DANGEROUS SUMMER","LOCO","21,099,128","31,322","39,134,873"
"228","353","ADL","Real Life Shit","4,133,259","30,953","7,666,410"
"72","141","2093","Familia","29,792,234","29,926","55,258,933"
"26","109","Lyfë","Systëm","75,573,638","29,382","140,174,739"
"24","28","Up 2 Më","U could tëll","93,645,819","29,377","173,695,201"
"19","23","Up 2 Më","Swërved It","106,143,118","29,373","196,875,316"
"97","169","LYFESTYLE","HEARD OF MË","21,168,960","29,169","39,264,398"
"40","118","AftërLyfe","Bëttr 0ff","51,449,753","29,078","95,429,516"
"46","107","Lyfë","Krank","48,380,887","28,690","89,737,353"
"220","358","ADL","What I Want","4,753,670","28,504","8,817,154"
"181","274","Features","Rose Colored","9,239,542","27,646","16,867,476"
"22","40","4L","Off Tha Lot","96,705,754","27,442","179,370,799"
"230","350","ADL","My Way","4,054,711","26,774","7,520,718"
"236","349","ADL","My Time","3,531,345","26,412","6,549,974"
"28","81","2 Alivë","Jus bëtter","73,671,294","25,994","136,646,252"
"38","159","2093","U Should Know","53,406,560","25,396","99,059,021"
"32","124","AftërLyfe","No morë talk","66,776,548","24,404","123,857,808"
"237","357","ADL","Went Wrong","3,365,988","24,189","6,243,268"
"33","76","2 Alivë","Doublë","64,223,150","24,035","119,121,740"
"73","223","GO AGAIN","GO AGAIN (feat. Superheaven)","28,969,494","23,909","57,014,426"
"17","94","2 Alivë","Rackz got më (feat. Gunna)","116,690,321","23,833","216,438,374"
"39","27","Up 2 Më","Twizzy Rich","53,290,889","23,227","98,844,473"
"242","354","ADL","Silk Facë","2,846,808","22,062","5,280,287"
"235","355","ADL","Tallër","3,540,502","21,780","6,566,958"
"82","168","LYFESTYLE","GONE 4 A MIN","25,654,796","21,207","47,584,772"
"55","220","King tonka","Heavy stunts (with Don Toliver)","39,545,305","21,063","73,349,027"
"21","264","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","97,386,871","20,749","172,233,355"
"91","160","LYFESTYLE","BË QUIET (FEAT. KODAK BLACK)","23,154,589","20,706","42,947,363"
"25","131","AftërLyfe","Split","77,370,767","20,356","143,508,072"
"54","210","Trëndi","Fukit","41,613,045","20,127","77,184,291"
"27","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","74,293,593","19,160","137,800,499"
"60","165","LYFESTYLE","GEEK TIMË","35,110,654","19,017","65,123,592"
"115","115","AftërLyfe","Back homë","17,221,461","18,917","31,942,538"
"34","29","Up 2 Më","Ya Ya","61,074,316","18,871","113,281,252"
"160","230","DANGEROUS SUMMER","GROWING PAINS","11,329,533","18,755","21,014,131"
"141","236","DANGEROUS SUMMER","[ADL IS COMING]","12,555,227","18,684","23,287,560"
"238","343","ADL","Dangerous House","3,111,318","18,632","5,770,903"
"20","11","Up 2 Më","Dëserve it","103,466,339","18,534","191,910,400"
"76","190","Orphan","The Bell","28,737,344","18,515","53,302,313"
"36","120","AftërLyfe","How it go","56,590,409","18,335","104,964,456"
"47","151","2093","Psycho CEO","47,338,493","18,282","87,803,910"
"31","186","Orphan","bigger thën everything","68,825,960","17,533","127,659,078"
"53","17","Up 2 Më","Lying 4 fun","42,497,457","16,942","78,824,708"
"43","21","Up 2 Më","Rokstar","50,927,567","16,872","94,460,960"
"248","356","ADL","Up From Here","2,374,133","16,846","4,403,565"
"41","98","2 Alivë","Still countin","51,336,645","16,674","95,219,722"
"62","95","2 Alivë","Rollin","34,639,168","16,175","64,249,075"
"61","89","2 Alivë","Nvr again","34,664,495","16,059","64,296,051"
"56","79","2 Alivë","Hatër","37,614,134","15,737","69,767,071"
"35","275","Features","Yam","60,784,729","15,714","112,744,123"
"245","345","ADL","Geek Luv","2,594,336","15,690","4,812,000"
"239","351","ADL","NO MORE GHOSTS","2,978,704","15,266","5,524,929"
"247","341","ADL","2Planës","2,435,098","15,051","4,516,644"
