"#","Seq.","Album","Song","Spotify total","Spotify daily","AOD total"
"1","254","Features","IDGAF (feat. Yeat)","562,233,980","211,858","1,099,401,320"
"2","19","Up 2 Më","Monëy so big","466,521,263","124,011","865,308,770"
"3","108","Lyfë","Out thë way","451,758,550","142,385","837,926,727"
"4","164","2093","If We Being Rëal","354,579,218","237,175","657,677,433"
"5","103","Lyfë","Flawlëss (feat. Lil Uzi Vert)","307,511,448","90,765","570,375,616"
"6","110","Lyfë","Talk","305,257,177","81,212","566,194,369"
"7","66","4L","Sorry Bout That","256,916,419","74,956","476,531,400"
"8","161","2093","Breathe","240,254,929","107,173","445,627,485"
"9","91","2 Alivë","On tha linë","212,902,196","64,051","394,893,335"
"10","14","Up 2 Më","Gët Busy","194,756,954","58,530","361,237,340"
"11","184","Orphan","Already Rich","184,912,617","58,374","342,977,956"
"12","93","2 Alivë","Poppin","183,911,832","44,310","341,121,689"
"13","125","AftërLyfe","Nun id change","162,885,043","91,552","302,120,969"
"14","26","Up 2 Më","Turban","158,616,293","41,128","294,203,245"
"15","182","Orphan","My wrist","113,656,026","35,463","210,810,447"
"16","94","2 Alivë","Rackz got më (feat. Gunna)","111,159,443","24,375","206,179,757"
"17","207","Trëndi","Mad bout that","106,555,984","30,692","197,641,211"
"18","11","Up 2 Më","Dëserve it","99,399,447","17,374","184,367,187"
"19","23","Up 2 Më","Swërved It","98,760,188","31,926","183,181,483"
"20","273","Features","LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","92,307,209","19,264","163,249,729"
"21","62","4L","Off Tha Lot","90,539,788","24,562","167,934,194"
"22","60","4L","Money Twërk","88,775,023","35,578","164,660,889"
"23","28","Up 2 Më","U could tëll","87,446,239","28,578","162,196,246"
"24","130","AftërLyfe","Split","72,526,938","15,531","134,523,762"
"25","73","2 Alivë","Big tonka (feat. Lil Uzi Vert)","69,568,328","19,111","129,036,100"
"26","109","Lyfë","Systëm","68,603,779","31,175","127,247,043"
"27","81","2 Alivë","Jus bëtter","67,950,151","19,924","126,034,687"
"28","183","Orphan","bigger thën everything","64,475,228","23,424","119,589,362"
"29","163","2093","ILUV","61,517,150","53,780","114,102,686"
